semester,institute_id,university_short,institute_name,university_course,nxtwave_tag,course_id,credits
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Web Application Development-1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,5.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Mathematics for Computing,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Professional Skills for Engineers,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Quantitative Skills,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Fundamentals of Quantum Computing,Compliance,746ffae9-adee-45d3-8716-bc0cf07bc264,2.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Indian Knowledge System,Compliance,27ea918a-df83-4500-98d8-fe137323ef63,1.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Foriegn Language - 1,Compliance,fc6a31de-0cea-4528-9eed-113d04d1597f,0.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Computer Aided Engineering Graphics,Compliance,a2e3e612-2f54-4b74-8a7c-1e3c6251fc1c,2.0
Semester 1,e593b081-bebe-450a-b433-8f942ab87686,MRV,Malla Reddy Vishwavidyapeeth,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,0.0
Semester 1,4134c4fe-97a2-4846-b95f-bd9b51d854d7,Yenepoya,Yenapoya University,Web Application Development-1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,4134c4fe-97a2-4846-b95f-bd9b51d854d7,Yenepoya,Yenapoya University,Problem Solving with Python,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,4134c4fe-97a2-4846-b95f-bd9b51d854d7,Yenepoya,Yenapoya University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,4134c4fe-97a2-4846-b95f-bd9b51d854d7,Yenepoya,Yenapoya University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,4134c4fe-97a2-4846-b95f-bd9b51d854d7,Yenepoya,Yenapoya University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,0.0
Semester 1,4134c4fe-97a2-4846-b95f-bd9b51d854d7,Yenepoya,Yenapoya University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,4134c4fe-97a2-4846-b95f-bd9b51d854d7,Yenepoya,Yenapoya University,Basic electronics for cse,Compliance,1fdd2d40-41a5-40cc-a065-f5f927141342,2.0
Semester 1,8170360b-24f7-45b1-8f25-5733893ebdda,SGU,Sanjay Ghodawat University,Web Application Development I,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,8170360b-24f7-45b1-8f25-5733893ebdda,SGU,Sanjay Ghodawat University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,8170360b-24f7-45b1-8f25-5733893ebdda,SGU,Sanjay Ghodawat University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,8170360b-24f7-45b1-8f25-5733893ebdda,SGU,Sanjay Ghodawat University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,8170360b-24f7-45b1-8f25-5733893ebdda,SGU,Sanjay Ghodawat University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,8170360b-24f7-45b1-8f25-5733893ebdda,SGU,Sanjay Ghodawat University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,5.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,907f0db2-3263-4612-a98d-5ad7d10f04f8,CDU,Chaitanya Deemed-to-be University,Applied Science / Basic Electrical Engineering,Compliance,25115bd4-28f8-403c-a320-116d96015af5,2.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Mathematics for Data Science - I,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,0.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Workshop Technology (Introduction to Generative AI),Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Applied Physics for Data Science,Compliance,81f0b30e-5a5e-4df0-bd19-13cd70961bd5,4.0
Semester 1,3953321b-7214-4c08-a29c-abbf1984bbf0,ADYPU,A Dy Patil University,Co-curricular Activities - I,Compliance,,2.0
Semester 1,2f9f0fae-a892-4e68-846b-f86dd0802c72,Annamacharya,Annamacharya University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,6.0
Semester 1,2f9f0fae-a892-4e68-846b-f86dd0802c72,Annamacharya,Annamacharya University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,2f9f0fae-a892-4e68-846b-f86dd0802c72,Annamacharya,Annamacharya University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,2f9f0fae-a892-4e68-846b-f86dd0802c72,Annamacharya,Annamacharya University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,2f9f0fae-a892-4e68-846b-f86dd0802c72,Annamacharya,Annamacharya University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,2.0
Semester 1,2f9f0fae-a892-4e68-846b-f86dd0802c72,Annamacharya,Annamacharya University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,Web Technologies,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,4.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,Problem Solving Using Programming I,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,5.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,Engineering Mathematics 1,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,Basic Tehnical English,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,Essence of Yoga: Principles and Practical Applications,Compliance,,3.0
Semester 1,a2c7e1f6-e27f-49aa-9185-a2a671d0a1f0,S Vyasa,S-VYASA,UHV2,Compliance,,3.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,4.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,4.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Applied Physics,Compliance,ff5ee4bb-c63b-4ee5-8113-52c4f382af6f,4.0
Semester 1,afad4c88-97cc-4af3-bb18-6b5ab2c746d0,VGU,Vivekananda global University,Trans- disciplinary Project,Compliance,,1.0
Semester 1,065bb7bf-99a6-4151-86e4-96e700ecb9b4,NRI,NRI,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,065bb7bf-99a6-4151-86e4-96e700ecb9b4,NRI,NRI,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,065bb7bf-99a6-4151-86e4-96e700ecb9b4,NRI,NRI,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,4.0
Semester 1,065bb7bf-99a6-4151-86e4-96e700ecb9b4,NRI,NRI,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,065bb7bf-99a6-4151-86e4-96e700ecb9b4,NRI,NRI,Logical Mathematics For Software Engineers I,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,2.0
Semester 1,065bb7bf-99a6-4151-86e4-96e700ecb9b4,NRI,NRI,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,3.0
Semester 1,4c3ccc5b-89d9-48c0-b079-61318208353f,NSRIT,NSRIT University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,4c3ccc5b-89d9-48c0-b079-61318208353f,NSRIT,NSRIT University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,4c3ccc5b-89d9-48c0-b079-61318208353f,NSRIT,NSRIT University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,4c3ccc5b-89d9-48c0-b079-61318208353f,NSRIT,NSRIT University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,4c3ccc5b-89d9-48c0-b079-61318208353f,NSRIT,NSRIT University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,4c3ccc5b-89d9-48c0-b079-61318208353f,NSRIT,NSRIT University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,4c3ccc5b-89d9-48c0-b079-61318208353f,NSRIT,NSRIT University,C Programming,Compliance,19290391-6d5c-4e08-a3f8-1303e8e2627f,4.0
Semester 1,8960968b-4069-48f4-a769-b842ccb71247,Chalapathy,Chalapathy (CITY),Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,8960968b-4069-48f4-a769-b842ccb71247,Chalapathy,Chalapathy (CITY),Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,8960968b-4069-48f4-a769-b842ccb71247,Chalapathy,Chalapathy (CITY),Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,8960968b-4069-48f4-a769-b842ccb71247,Chalapathy,Chalapathy (CITY),Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,8960968b-4069-48f4-a769-b842ccb71247,Chalapathy,Chalapathy (CITY),Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,8960968b-4069-48f4-a769-b842ccb71247,Chalapathy,Chalapathy (CITY),Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,8960968b-4069-48f4-a769-b842ccb71247,Chalapathy,Chalapathy (CITY),C Programming,Compliance,19290391-6d5c-4e08-a3f8-1303e8e2627f,4.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,0.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,0.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,0.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,0.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Introduction to Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,4.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Discrete Mathematics,Compliance,e613392b-47b5-45d6-97cc-e056d2d23ba0,2.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Writing Practice,Compliance,80c63772-2861-4bc0-8166-9b7c242494b2,2.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Linear Algebra and Optimaization,Compliance,60992737-4d71-4e0b-9427-d79ec266b8e1,4.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Basic Electronics,Compliance,a4ace619-8c54-4eb8-9a6e-1ddafd29cdc4,2.0
Semester 1,54e79af8-33e6-4a04-a65f-21099c19fb69,NIAT Chevella,NIAT Chevella,Probability & Statistics,Compliance,26ff5df0-817b-45d0-8757-e5e632f7c755,4.0
Semester 1,45f514dd-f612-4f4f-9d8a-b4b209523ab1,NIU,Noida International University,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,45f514dd-f612-4f4f-9d8a-b4b209523ab1,NIU,Noida International University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,45f514dd-f612-4f4f-9d8a-b4b209523ab1,NIU,Noida International University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,45f514dd-f612-4f4f-9d8a-b4b209523ab1,NIU,Noida International University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,45f514dd-f612-4f4f-9d8a-b4b209523ab1,NIU,Noida International University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,45f514dd-f612-4f4f-9d8a-b4b209523ab1,NIU,Noida International University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,2.0
Semester 1,09105c4a-966d-4f8f-bda5-337d233029ef,CRESCENT,Crescent University,Introduction to Web Technologies,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,4.0
Semester 1,09105c4a-966d-4f8f-bda5-337d233029ef,CRESCENT,Crescent University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,4.0
Semester 1,09105c4a-966d-4f8f-bda5-337d233029ef,CRESCENT,Crescent University,Mathematics for Computing,Mathematics for Computer Science,babebdb0-592a-4eef-b605-4d897bc86aca,4.0
Semester 1,09105c4a-966d-4f8f-bda5-337d233029ef,CRESCENT,Crescent University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,09105c4a-966d-4f8f-bda5-337d233029ef,CRESCENT,Crescent University,Basic Electrical & Electronics Engineering,Compliance,,3.0
Semester 1,09105c4a-966d-4f8f-bda5-337d233029ef,CRESCENT,Crescent University,Engineering Graphics,Compliance,,3.0
Semester 1,09105c4a-966d-4f8f-bda5-337d233029ef,CRESCENT,Crescent University,MNC – I (EVS) *,Compliance,,0.0
Semester 1,1ec07200-92a5-4a11-a542-4eb95b951a04,Takshashila,Takshasila University,Web Application Development I,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,4.0
Semester 1,1ec07200-92a5-4a11-a542-4eb95b951a04,Takshashila,Takshasila University,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,4.0
Semester 1,1ec07200-92a5-4a11-a542-4eb95b951a04,Takshashila,Takshasila University,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,4.0
Semester 1,1ec07200-92a5-4a11-a542-4eb95b951a04,Takshashila,Takshasila University,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,3.0
Semester 1,1ec07200-92a5-4a11-a542-4eb95b951a04,Takshashila,Takshasila University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,1ec07200-92a5-4a11-a542-4eb95b951a04,Takshashila,Takshasila University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,3.0
Semester 1,1ec07200-92a5-4a11-a542-4eb95b951a04,Takshashila,Takshasila University,Physical Wellness and Yoga,Compliance,,1.0
Semester 1,55d2a06b-c0cf-4920-b4ce-40850cab237f,AMET,AMET,Web Application Development 1,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,5.0
Semester 1,55d2a06b-c0cf-4920-b4ce-40850cab237f,AMET,AMET,Computer Programming,Computer Programming,c6008f8d-cd91-4843-bb3f-b75d4beca046,6.0
Semester 1,55d2a06b-c0cf-4920-b4ce-40850cab237f,AMET,AMET,Mathematics for Computer Science,Mathematics for Computer Science,70850c6b-459c-4134-a16c-3e42d46eb794,3.0
Semester 1,55d2a06b-c0cf-4920-b4ce-40850cab237f,AMET,AMET,Communicative English Foundation,Communicative English Foundation,f903dc8e-fe3f-4977-86ad-d72d7690d38d,2.0
Semester 1,55d2a06b-c0cf-4920-b4ce-40850cab237f,AMET,AMET,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,3.0
Semester 1,55d2a06b-c0cf-4920-b4ce-40850cab237f,AMET,AMET,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,3.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Fundamentals of Web Development,Web Application Development 1,6d41f350-76d5-4337-9be0-3fe0b26b1b26,4.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Frontend Development Fundamentals,Web Application Development 1,c0d9b357-87a7-41e2-985f-affaef636499,4.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Problem Solving With Python Programming-1,Computer Programming,b76ff0b8-3180-494f-a9a8-0e89c56421b1,4.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Problem Solving With Python Programming-2,Computer Programming,156a0835-8489-4229-a1bb-b8a518ce33fa,4.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Mathematics for Computer Science,Mathematics for Computer Science,db423418-ce78-49d2-b082-edf9fa1173fc,4.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Calculus and Differential Equations,Mathematics for Computer Science,7b362dbb-d03a-40dc-8276-8fadb82bf100,4.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Cambridge English B1,Communicative English Foundation,76993b17-92e1-44b3-b7d9-4c09ce888ce6,1.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Quantitative Aptitude,Quantitative Aptitude,97671af2-f44f-4eed-978c-d65d5c0c55c9,0.0
Semester 1,4497920d-7f75-4a6c-a913-c8c1c234d5d3,AURORA,Aurora University,Introduction to Generative AI,Introduction to Generative AI,b9811b34-585b-47e0-a0be-65f1081a74f2,0.0
